sender_mode,source,layer_set,correct_em,correct_f1,shuffled_current_em,shuffled_source_em,zero_em,kv_mismatch_em,start_accuracy,end_accuracy,supporting_fact_recall,correct_shuffled_gap
evidence_only,hidden,last1,0.12149532710280374,0.311428174247718,0.0,0.056074766355140186,0.009345794392523364,0.037383177570093455,0.21962616822429906,0.308411214953271,0.9171112527914136,0.12149532710280374
evidence_only,hidden,last4,0.17289719626168223,0.33134327037570577,0.0,0.11682242990654206,0.002336448598130841,0.04439252336448598,0.2803738317757009,0.32242990654205606,0.9433246601686299,0.17289719626168223
evidence_only,hidden,last8,0.18925233644859812,0.3334175155368118,0.0,0.14485981308411214,0.002336448598130841,0.04439252336448598,0.2780373831775701,0.3130841121495327,0.9045221862670417,0.18925233644859812
evidence_only,hidden,uniform16,0.2780373831775701,0.3920040842731882,0.002336448598130841,0.15654205607476634,0.002336448598130841,0.07242990654205607,0.3411214953271028,0.3341121495327103,0.9378350450892314,0.2757009345794393
evidence_only,hidden,all36,0.2570093457943925,0.3494964926039692,0.0,0.18691588785046728,0.0,0.08878504672897196,0.29205607476635514,0.308411214953271,0.9263099338685241,0.2570093457943925
evidence_only,native_kv,last1,0.10514018691588785,0.28870386912580426,0.0,0.056074766355140186,0.02102803738317757,0.016355140186915886,0.23130841121495327,0.2827102803738318,0.9233905966872367,0.10514018691588785
evidence_only,native_kv,last4,0.11682242990654206,0.3139178052713179,0.0,0.07009345794392523,0.002336448598130841,0.011682242990654205,0.26635514018691586,0.2827102803738318,0.9206869833380262,0.11682242990654206
evidence_only,native_kv,last8,0.16355140186915887,0.300029448744402,0.0,0.1425233644859813,0.009345794392523364,0.035046728971962614,0.23130841121495327,0.26635514018691586,0.926396812651759,0.16355140186915887
evidence_only,native_kv,uniform16,0.23598130841121495,0.3538273337132601,0.0,0.16355140186915887,0.004672897196261682,0.016355140186915886,0.3107476635514019,0.28738317757009346,0.9106538324991119,0.23598130841121495
evidence_only,native_kv,all36,0.2523364485981308,0.37926578278673123,0.0,0.14953271028037382,0.007009345794392523,0.02102803738317757,0.3341121495327103,0.32710280373831774,0.9001005734795722,0.2523364485981308
evidence_only,pca,last1,0.11214953271028037,0.25921367664770634,0.0,0.10046728971962617,0.007009345794392523,0.018691588785046728,0.1822429906542056,0.21962616822429906,0.9131924206408385,0.11214953271028037
evidence_only,pca,last4,0.10046728971962617,0.24910224630747133,0.0,0.07009345794392523,0.002336448598130841,0.0397196261682243,0.14953271028037382,0.2546728971962617,0.9006620616277802,0.10046728971962617
evidence_only,pca,last8,0.19158878504672897,0.31173626401086546,0.0,0.14485981308411214,0.002336448598130841,0.04906542056074766,0.2523364485981308,0.26869158878504673,0.9163671206926631,0.19158878504672897
evidence_only,pca,uniform16,0.17757009345794392,0.29426753904127245,0.0,0.1378504672897196,0.002336448598130841,0.02570093457943925,0.2570093457943925,0.24532710280373832,0.9219318207736328,0.17757009345794392
evidence_only,pca,all36,0.18691588785046728,0.2950211338369233,0.0,0.13317757009345793,0.014018691588785047,0.035046728971962614,0.2523364485981308,0.25934579439252337,0.9128606848627607,0.18691588785046728
evidence_only,random,last1,0.0630841121495327,0.2161680815061794,0.0,0.037383177570093455,0.0,0.016355140186915886,0.13551401869158877,0.21728971962616822,0.9211046429716538,0.0630841121495327
evidence_only,random,last4,0.08411214953271028,0.21084501077882345,0.0,0.0630841121495327,0.016355140186915886,0.007009345794392523,0.13551401869158877,0.1939252336448598,0.9052320422134666,0.08411214953271028
evidence_only,random,last8,0.1588785046728972,0.28030799424287844,0.0,0.12383177570093458,0.004672897196261682,0.028037383177570093,0.22897196261682243,0.2383177570093458,0.9241658553620365,0.1588785046728972
evidence_only,random,uniform16,0.10747663551401869,0.22088692992529685,0.0,0.10046728971962617,0.007009345794392523,0.016355140186915886,0.17523364485981308,0.15186915887850466,0.9101868599096191,0.10747663551401869
evidence_only,random,all36,0.15654205607476634,0.2581240322959675,0.0,0.1308411214953271,0.0,0.016355140186915886,0.2102803738317757,0.21728971962616822,0.9176543285356504,0.15654205607476634
evidence_only,trainable,last1,0.15654205607476634,0.3234288663508015,0.0,0.09579439252336448,0.007009345794392523,0.0630841121495327,0.26869158878504673,0.29906542056074764,0.9157548961795379,0.15654205607476634
evidence_only,trainable,last4,0.2102803738317757,0.3506753691608007,0.0,0.12383177570093458,0.002336448598130841,0.07009345794392523,0.3060747663551402,0.3060747663551402,0.9317125847963529,0.2102803738317757
evidence_only,trainable,last8,0.1822429906542056,0.2797201714051632,0.0,0.17523364485981308,0.009345794392523364,0.0397196261682243,0.23130841121495327,0.2266355140186916,0.9028350003411837,0.1822429906542056
evidence_only,trainable,uniform16,0.20794392523364486,0.3396989115645983,0.002336448598130841,0.12149532710280374,0.002336448598130841,0.0630841121495327,0.28738317757009346,0.2803738317757009,0.9069723794671977,0.205607476635514
evidence_only,trainable,all36,0.2523364485981308,0.3700074099744249,0.0,0.16355140186915887,0.004672897196261682,0.0514018691588785,0.3037383177570093,0.3177570093457944,0.9068903005290254,0.2523364485981308
question_evidence,hidden,last1,0.1705607476635514,0.3556306399918057,0.0,0.10981308411214953,0.0,0.0397196261682243,0.2733644859813084,0.3341121495327103,0.9129129352970659,0.1705607476635514
question_evidence,hidden,last4,0.1425233644859813,0.32889586673096266,0.0,0.08644859813084112,0.0,0.0397196261682243,0.2733644859813084,0.3177570093457944,0.9215045450168236,0.1425233644859813
question_evidence,hidden,last8,0.1588785046728972,0.34682832368211114,0.0,0.08411214953271028,0.004672897196261682,0.056074766355140186,0.3014018691588785,0.3364485981308411,0.9119942664543045,0.1588785046728972
question_evidence,hidden,uniform16,0.397196261682243,0.547103065677832,0.0,0.3060747663551402,0.002336448598130841,0.11214953271028037,0.45794392523364486,0.4953271028037383,0.9002339172864628,0.397196261682243
question_evidence,hidden,all36,0.4135514018691589,0.556138772961203,0.0,0.3107476635514019,0.004672897196261682,0.14018691588785046,0.4649532710280374,0.5046728971962616,0.930041331832654,0.4135514018691589
question_evidence,native_kv,last1,0.14719626168224298,0.3056005326449252,0.0,0.10981308411214953,0.04672897196261682,0.02570093457943925,0.23130841121495327,0.28738317757009346,0.9254031734210308,0.14719626168224298
question_evidence,native_kv,last4,0.1425233644859813,0.3031843149817528,0.0,0.10046728971962617,0.004672897196261682,0.02570093457943925,0.23598130841121495,0.26401869158878505,0.9169170486035748,0.1425233644859813
question_evidence,native_kv,last8,0.1985981308411215,0.36866799897311164,0.0,0.1308411214953271,0.014018691588785047,0.04439252336448598,0.2897196261682243,0.3644859813084112,0.9329592550747863,0.1985981308411215
question_evidence,native_kv,uniform16,0.3691588785046729,0.5001589607037221,0.0,0.2546728971962617,0.0,0.03271028037383177,0.4322429906542056,0.47897196261682246,0.9049705328228318,0.3691588785046729
question_evidence,native_kv,all36,0.22897196261682243,0.3763255893822139,0.0,0.17523364485981308,0.007009345794392523,0.02570093457943925,0.32009345794392524,0.3294392523364486,0.8997577427425117,0.22897196261682243
question_evidence,pca,last1,0.13317757009345793,0.2841121247422787,0.0,0.10747663551401869,0.0,0.030373831775700934,0.18691588785046728,0.2570093457943925,0.9041862411198215,0.13317757009345793
question_evidence,pca,last4,0.14953271028037382,0.2899121593390422,0.0,0.1378504672897196,0.004672897196261682,0.030373831775700934,0.2102803738317757,0.2780373831775701,0.924222626557974,0.14953271028037382
question_evidence,pca,last8,0.19626168224299065,0.32472836196704863,0.0,0.15654205607476634,0.0,0.0630841121495327,0.2523364485981308,0.29439252336448596,0.9279359409185214,0.19626168224299065
question_evidence,pca,uniform16,0.2383177570093458,0.3880559212334913,0.0,0.1939252336448598,0.004672897196261682,0.04205607476635514,0.3037383177570093,0.3691588785046729,0.9068702776855397,0.2383177570093458
question_evidence,pca,all36,0.2850467289719626,0.4177373188379091,0.0,0.1822429906542056,0.004672897196261682,0.04672897196261682,0.37149532710280375,0.39485981308411217,0.9256821973858592,0.2850467289719626
question_evidence,random,last1,0.10981308411214953,0.22066375991609635,0.0,0.0794392523364486,0.004672897196261682,0.014018691588785047,0.1261682242990654,0.2219626168224299,0.9102344441915227,0.10981308411214953
question_evidence,random,last4,0.07242990654205607,0.21073539495749502,0.0,0.06542056074766354,0.011682242990654205,0.035046728971962614,0.12149532710280374,0.2336448598130841,0.897720062704844,0.07242990654205607
question_evidence,random,last8,0.1985981308411215,0.32838461195369995,0.0,0.14018691588785046,0.002336448598130841,0.02570093457943925,0.2570093457943925,0.308411214953271,0.9201324650338877,0.1985981308411215
question_evidence,random,uniform16,0.24532710280373832,0.40505515382851837,0.0,0.20327102803738317,0.002336448598130841,0.011682242990654205,0.3014018691588785,0.40654205607476634,0.9414909736853894,0.24532710280373832
question_evidence,random,all36,0.07476635514018691,0.18357158806925158,0.0,0.08878504672897196,0.004672897196261682,0.011682242990654205,0.14953271028037382,0.1425233644859813,0.8973590999006111,0.07476635514018691
question_evidence,trainable,last1,0.22429906542056074,0.3844265753487853,0.0,0.1658878504672897,0.0,0.06542056074766354,0.3014018691588785,0.36682242990654207,0.9113405417894649,0.22429906542056074
question_evidence,trainable,last4,0.23130841121495327,0.3977579930301206,0.0,0.20093457943925233,0.002336448598130841,0.08644859813084112,0.3574766355140187,0.35046728971962615,0.9435066717250324,0.23130841121495327
question_evidence,trainable,last8,0.3247663551401869,0.4963916530159912,0.0,0.24532710280373832,0.009345794392523364,0.11214953271028037,0.43457943925233644,0.45794392523364486,0.9257226618372392,0.3247663551401869
question_evidence,trainable,uniform16,0.42289719626168226,0.560955503478868,0.0,0.3060747663551402,0.004672897196261682,0.11448598130841121,0.4883177570093458,0.5210280373831776,0.8930263526250268,0.42289719626168226
question_evidence,trainable,all36,0.37149532710280375,0.5001271833047534,0.0,0.2850467289719626,0.007009345794392523,0.11448598130841121,0.4205607476635514,0.48130841121495327,0.8930372952300811,0.37149532710280375
